order_id,customer_id,customer_name,product_id,product_name,order_date,quantity,unit_price,payment_method,order_status,store_id
32250,327,Customer_0327,64,Product_0064,2026-06-04,4,1691.78,UPI,Cancelled,16
33527,699,Customer_0699,112,Product_0112,2026-06-04,3,16652.46,Credit Card,Delivered,44
13760,229,Customer_0229,148,Product_0148,2026-06-04,1,3940.3,UPI,Cancelled,20
44363,709,Customer_0709,147,Product_0147,2026-06-04,2,502.41,Credit Card,Shipped,26
19221,53,Customer_0053,52,Product_0052,2026-06-04,1,44287.36,Wallet,Returned,40
18176,12,Customer_0012,194,Product_0194,2026-06-04,2,2681.7,UPI,Shipped,29
19433,720,Customer_0720,120,Product_0120,2026-06-04,3,1212.75,Debit Card,Returned,29
33595,741,Customer_0741,162,Product_0162,2026-06-04,1,2086.36,Net Banking,Processing,9
42711,558,Customer_0558,189,Product_0189,2026-06-04,4,46961.04,Debit Card,Delivered,26
33029,136,Customer_0136,163,Product_0163,2026-06-04,6,1517.7,Debit Card,Delivered,33
13368,14,Customer_0014,101,Product_0101,2026-06-04,5,39897.77,UPI,Shipped,30
40921,950,Customer_0950,74,Product_0074,2026-06-04,8,738.13,UPI,Delivered,29
24222,138,Customer_0138,71,Product_0071,2026-06-04,3,11623.73,Cash on Delivery,Processing,24
44721,948,Customer_0948,59,Product_0059,2026-06-04,2,55031.13,Credit Card,Delivered,17
38376,952,Customer_0952,185,Product_0185,2026-06-04,2,65915.13,UPI,Cancelled,47
25161,723,Customer_0723,82,Product_0082,2026-06-04,3,2017.41,Credit Card,Delivered,41
43285,188,Customer_0188,68,Product_0068,2026-06-04,10,64723.67,Cash on Delivery,Delivered,49
35351,231,Customer_0231,53,Product_0053,2026-06-04,2,4960.52,Debit Card,Delivered,14
19659,501,Customer_0501,172,Product_0172,2026-06-04,2,1333.73,UPI,Cancelled,18
39560,164,Customer_0164,13,Product_0013,2026-06-04,3,52711.69,Credit Card,Delivered,20
16065,495,Customer_0495,66,Product_0066,2026-06-04,6,1173.51,Debit Card,Delivered,15
35244,344,Customer_0344,144,Product_0144,2026-06-04,1,412.85,Credit Card,Delivered,19
18368,165,Customer_0165,134,Product_0134,2026-06-04,1,10446.4,Credit Card,Delivered,31
41999,349,Customer_0349,94,Product_0094,2026-06-04,4,159.47,Debit Card,Returned,33
480,827,Customer_0827,17,Product_0017,2026-06-04,5,2044.73,UPI,Delivered,27
43143,605,Customer_0605,130,Product_0130,2026-06-04,3,831.78,Debit Card,Processing,41
34156,801,Customer_0801,152,Product_0152,2026-06-04,2,35762.68,Wallet,Delivered,45
41078,852,Customer_0852,68,Product_0068,2026-06-04,1,63309.91,UPI,Delivered,14
21769,654,Customer_0654,131,Product_0131,2026-06-04,4,2438.21,Credit Card,Delivered,27
39499,839,Customer_0839,14,Product_0014,2026-06-04,2,9236.58,UPI,Shipped,50
8603,980,Customer_0980,59,Product_0059,2026-06-04,8,50798.23,UPI,Returned,38
46909,17,Customer_0017,112,Product_0112,2026-06-04,3,15640.68,Debit Card,Delivered,5
38272,173,Customer_0173,182,Product_0182,2026-06-04,2,1433.34,Cash on Delivery,Cancelled,45
