order_id,customer_id,customer_name,product_id,product_name,order_date,quantity,unit_price,payment_method,order_status,store_id
3883,569,Customer_0569,77,Product_0077,2025-07-05,4,10658.94,Debit Card,Shipped,47
37333,163,Customer_0163,92,Product_0092,2025-07-05,1,4748.43,Cash on Delivery,Delivered,8
27812,577,Customer_0577,45,Product_0045,2025-07-05,2,15517.84,Credit Card,Delivered,27
36208,567,Customer_0567,2,Product_0002,2025-07-05,1,2324.9,UPI,Delivered,22
22883,721,Customer_0721,62,Product_0062,2025-07-05,1,1441.85,Net Banking,Delivered,12
28500,695,Customer_0695,117,Product_0117,2025-07-05,5,39898.9,UPI,Cancelled,22
26331,722,Customer_0722,164,Product_0164,2025-07-05,3,2958.37,UPI,Delivered,16
28283,343,Customer_0343,159,Product_0159,2025-07-05,2,4295.34,Credit Card,Delivered,48
36181,582,Customer_0582,162,Product_0162,2025-07-05,3,1900.28,Cash on Delivery,Delivered,3
19708,418,Customer_0418,90,Product_0090,2025-07-05,2,58631.54,UPI,Delivered,47
37797,305,Customer_0305,55,Product_0055,2025-07-05,1,2359.07,Wallet,Delivered,7
25717,170,Customer_0170,106,Product_0106,2025-07-05,2,1238.02,UPI,Shipped,32
1681,563,Customer_0563,24,Product_0024,2025-07-05,2,16659.93,Debit Card,Delivered,31
23913,965,Customer_0965,197,Product_0197,2025-07-05,4,8211.07,Credit Card,Delivered,42
27143,701,Customer_0701,72,Product_0072,2025-07-05,1,79933.04,UPI,Shipped,43
47509,571,Customer_0571,91,Product_0091,2025-07-05,2,3245.9,Net Banking,Delivered,35
41222,845,Customer_0845,113,Product_0113,2025-07-05,3,1652.48,UPI,Returned,9
13661,793,Customer_0793,129,Product_0129,2025-07-05,8,7988.01,UPI,Shipped,50
34576,857,Customer_0857,102,Product_0102,2025-07-05,2,39136.16,Credit Card,Cancelled,25
46077,614,Customer_0614,119,Product_0119,2025-07-05,1,632.05,Debit Card,Delivered,11
38821,56,Customer_0056,87,Product_0087,2025-07-05,1,2723.46,UPI,Delivered,20
8247,343,Customer_0343,167,Product_0167,2025-07-05,2,945.1,Credit Card,Returned,21
1147,506,Customer_0506,142,Product_0142,2025-07-05,4,16787.82,Cash on Delivery,Shipped,11
5501,88,Customer_0088,43,Product_0043,2025-07-05,2,28985.96,UPI,Returned,40
39950,185,Customer_0185,104,Product_0104,2025-07-05,1,24576.57,Debit Card,Delivered,12
48299,464,Customer_0464,19,Product_0019,2025-07-05,5,27923.53,Wallet,Delivered,9
32915,241,Customer_0241,58,Product_0058,2025-07-05,1,25065.06,Cash on Delivery,Delivered,23
40003,666,Customer_0666,66,Product_0066,2025-07-05,1,1119.23,Cash on Delivery,Delivered,45
7310,937,Customer_0937,186,Product_0186,2025-07-05,1,4008.28,Net Banking,Returned,26
45326,884,Customer_0884,200,Product_0200,2025-07-05,1,71281.74,UPI,Cancelled,40
21090,448,Customer_0448,44,Product_0044,2025-07-05,3,962.76,Net Banking,Cancelled,41
39034,114,Customer_0114,24,Product_0024,2025-07-05,1,16498.49,UPI,Shipped,13
4642,747,Customer_0747,60,Product_0060,2025-07-05,2,2348.32,Cash on Delivery,Delivered,25
37547,50,Customer_0050,60,Product_0060,2025-07-05,8,2117.96,UPI,Delivered,1
45413,993,Customer_0993,48,Product_0048,2025-07-05,5,33164.97,Credit Card,Delivered,47
6637,101,Customer_0101,159,Product_0159,2025-07-05,2,3840.84,Debit Card,Delivered,43
40274,477,Customer_0477,135,Product_0135,2025-07-05,4,67519.0,UPI,Delivered,18
10062,734,Customer_0734,99,Product_0099,2025-07-05,3,12650.43,Cash on Delivery,Delivered,27
10085,155,Customer_0155,42,Product_0042,2025-07-05,2,1244.13,Cash on Delivery,Delivered,28
13694,398,Customer_0398,60,Product_0060,2025-07-05,1,2119.04,Cash on Delivery,Processing,46
25506,559,Customer_0559,116,Product_0116,2025-07-05,8,51390.77,UPI,Delivered,23
35639,40,Customer_0040,3,Product_0003,2025-07-05,4,5256.18,Debit Card,Delivered,34
31425,350,Customer_0350,2,Product_0002,2025-07-05,1,2482.35,UPI,Shipped,4
16885,806,Customer_0806,44,Product_0044,2025-07-05,4,1119.25,Cash on Delivery,Delivered,38
21621,352,Customer_0352,121,Product_0121,2025-07-05,4,39527.1,Debit Card,Delivered,48
34134,160,Customer_0160,49,Product_0049,2025-07-05,2,2806.01,UPI,Delivered,14
16555,98,Customer_0098,144,Product_0144,2025-07-05,1,459.32,Credit Card,Delivered,28
14865,711,Customer_0711,24,Product_0024,2025-07-05,2,17666.37,Net Banking,Processing,48
31320,996,Customer_0996,32,Product_0032,2025-07-05,2,4939.16,UPI,Delivered,41
46765,998,Customer_0998,77,Product_0077,2025-07-05,4,9801.91,Credit Card,Delivered,33
48237,449,Customer_0449,134,Product_0134,2025-07-05,3,10912.03,UPI,Processing,28
38517,828,Customer_0828,53,Product_0053,2025-07-05,5,4722.04,Credit Card,Delivered,33
42160,111,Customer_0111,71,Product_0071,2025-07-05,2,9887.38,UPI,Returned,16
33374,278,Customer_0278,149,Product_0149,2025-07-05,3,216.92,Credit Card,Delivered,1
18819,965,Customer_0965,108,Product_0108,2025-07-05,3,66911.35,Credit Card,Delivered,28
3409,96,Customer_0096,144,Product_0144,2025-07-05,1,465.52,Debit Card,Delivered,48
27638,782,Customer_0782,11,Product_0011,2025-07-05,1,3948.18,Credit Card,Returned,39
24904,809,Customer_0809,142,Product_0142,2025-07-05,3,18230.5,Debit Card,Delivered,8
3977,582,Customer_0582,38,Product_0038,2025-07-05,2,43932.8,Credit Card,Delivered,26
20963,319,Customer_0319,130,Product_0130,2025-07-05,2,1006.85,UPI,Returned,3
40417,234,Customer_0234,6,Product_0006,2025-07-05,6,29222.55,UPI,Delivered,25
11201,898,Customer_0898,70,Product_0070,2025-07-05,1,6669.03,Cash on Delivery,Processing,28
30703,947,Customer_0947,85,Product_0085,2025-07-05,3,13035.2,Wallet,Delivered,46
27313,740,Customer_0740,8,Product_0008,2025-07-05,1,11989.22,UPI,Shipped,21
13563,401,Customer_0401,197,Product_0197,2025-07-05,3,9509.75,Cash on Delivery,Delivered,14
25042,173,Customer_0173,54,Product_0054,2025-07-05,2,6070.47,UPI,Delivered,8
41892,415,Customer_0415,73,Product_0073,2025-07-05,6,72803.78,UPI,Delivered,48
18683,994,Customer_0994,149,Product_0149,2025-07-05,4,210.87,Debit Card,Delivered,29
29430,584,Customer_0584,193,Product_0193,2025-07-05,2,2886.7,Credit Card,Processing,8
40046,82,Customer_0082,189,Product_0189,2025-07-05,3,52508.98,Debit Card,Cancelled,21
5453,214,Customer_0214,173,Product_0173,2025-07-05,1,31829.15,Debit Card,Delivered,20
6612,447,Customer_0447,134,Product_0134,2025-07-05,1,9638.47,Credit Card,Delivered,8
27610,537,Customer_0537,59,Product_0059,2025-07-05,2,54492.84,Debit Card,Delivered,20
15702,745,Customer_0745,120,Product_0120,2025-07-05,2,1117.83,Credit Card,Cancelled,7
4579,472,Customer_0472,3,Product_0003,2025-07-05,1,4563.46,Credit Card,Processing,50
37252,447,Customer_0447,184,Product_0184,2025-07-05,4,63040.39,Credit Card,Delivered,3
18206,802,Customer_0802,70,Product_0070,2025-07-05,1,7199.56,Credit Card,Processing,29
40917,338,Customer_0338,17,Product_0017,2025-07-05,2,2309.12,UPI,Delivered,5
21138,712,Customer_0712,152,Product_0152,2025-07-05,3,36695.67,UPI,Delivered,17
10554,206,Customer_0206,182,Product_0182,2025-07-05,1,1457.25,Debit Card,Delivered,18
43513,221,Customer_0221,187,Product_0187,2025-07-05,1,11405.39,Net Banking,Delivered,1
46298,366,Customer_0366,83,Product_0083,2025-07-05,5,460.03,Credit Card,Delivered,43
1962,483,Customer_0483,43,Product_0043,2025-07-05,8,32877.29,Debit Card,Cancelled,33
45956,143,Customer_0143,176,Product_0176,2025-07-05,1,3155.83,Credit Card,Shipped,11
19405,601,Customer_0601,120,Product_0120,2025-07-05,10,1272.32,UPI,Delivered,29
14388,210,Customer_0210,183,Product_0183,2025-07-05,4,171.55,UPI,Delivered,32
32253,293,Customer_0293,175,Product_0175,2025-07-05,4,1912.45,Credit Card,Delivered,43
21626,178,Customer_0178,97,Product_0097,2025-07-05,1,2597.72,Credit Card,Delivered,25
4026,628,Customer_0628,148,Product_0148,2025-07-05,1,4603.91,Cash on Delivery,Shipped,8
27104,612,Customer_0612,73,Product_0073,2025-07-05,3,60577.62,Debit Card,Delivered,36
17544,892,Customer_0892,168,Product_0168,2025-07-05,2,44220.27,Net Banking,Delivered,18
7157,666,Customer_0666,83,Product_0083,2025-07-05,8,551.3,Wallet,Delivered,3
27214,986,Customer_0986,28,Product_0028,2025-07-05,2,2076.62,Wallet,Delivered,44
12809,550,Customer_0550,44,Product_0044,2025-07-05,3,1035.26,Credit Card,Delivered,23
36160,699,Customer_0699,84,Product_0084,2025-07-05,2,11154.27,Cash on Delivery,Cancelled,50
1918,862,Customer_0862,194,Product_0194,2025-07-05,2,2761.78,Cash on Delivery,Processing,37
9349,462,Customer_0462,52,Product_0052,2025-07-05,3,42803.87,Net Banking,Delivered,50
23577,836,Customer_0836,92,Product_0092,2025-07-05,1,4711.42,Credit Card,Delivered,13
