order_id,customer_id,customer_name,product_id,product_name,order_date,quantity,unit_price,payment_method,order_status,store_id
22986,215,Customer_0215,65,Product_0065,2026-07-23,2,3766.06,Cash on Delivery,Delivered,25
16452,729,Customer_0729,190,Product_0190,2026-07-23,10,1683.87,UPI,Delivered,43
4017,164,Customer_0164,129,Product_0129,2026-07-23,3,8157.56,Wallet,Delivered,45
27720,650,Customer_0650,51,Product_0051,2026-07-23,1,4781.45,Wallet,Delivered,35
23308,184,Customer_0184,194,Product_0194,2026-07-23,2,3041.98,Cash on Delivery,Returned,11
38655,683,Customer_0683,85,Product_0085,2026-07-23,2,13172.4,Debit Card,Delivered,4
18108,355,Customer_0355,113,Product_0113,2026-07-23,3,1747.45,Debit Card,Delivered,12
30386,751,Customer_0751,74,Product_0074,2026-07-23,1,729.63,Wallet,Delivered,22
40403,414,Customer_0414,133,Product_0133,2026-07-23,3,6053.44,Cash on Delivery,Delivered,30
23142,313,Customer_0313,148,Product_0148,2026-07-23,4,4738.44,Credit Card,Delivered,12
42654,997,Customer_0997,113,Product_0113,2026-07-23,1,1786.97,Credit Card,Delivered,44
42187,103,Customer_0103,176,Product_0176,2026-07-23,2,2749.22,Wallet,Delivered,29
48261,312,Customer_0312,67,Product_0067,2026-07-23,2,54769.9,UPI,Returned,11
91,50,Customer_0050,99,Product_0099,2026-07-23,1,14584.17,UPI,Delivered,3
41583,291,Customer_0291,173,Product_0173,2026-07-23,8,32809.25,Wallet,Delivered,48
35607,619,Customer_0619,119,Product_0119,2026-07-23,5,703.25,Debit Card,Shipped,28
2274,813,Customer_0813,123,Product_0123,2026-07-23,1,790.25,Net Banking,Shipped,24
47485,461,Customer_0461,37,Product_0037,2026-07-23,1,32398.84,UPI,Shipped,22
36090,871,Customer_0871,175,Product_0175,2026-07-23,3,2044.7,Net Banking,Delivered,17
16359,777,Customer_0777,94,Product_0094,2026-07-23,2,162.05,UPI,Delivered,14
14069,556,Customer_0556,105,Product_0105,2026-07-23,4,6223.45,Net Banking,Delivered,32
31244,945,Customer_0945,61,Product_0061,2026-07-23,3,1326.1,UPI,Delivered,25
47346,173,Customer_0173,21,Product_0021,2026-07-23,1,36149.51,Credit Card,Shipped,34
18805,741,Customer_0741,101,Product_0101,2026-07-23,1,33616.74,Credit Card,Returned,47
1299,887,Customer_0887,77,Product_0077,2026-07-23,2,10877.4,Cash on Delivery,Delivered,1
5648,800,Customer_0800,141,Product_0141,2026-07-23,1,3500.21,Wallet,Delivered,25
10855,805,Customer_0805,87,Product_0087,2026-07-23,1,3041.43,Wallet,Returned,39
188,649,Customer_0649,75,Product_0075,2026-07-23,1,1640.34,Debit Card,Delivered,14
