order_id,customer_id,customer_name,product_id,product_name,order_date,quantity,unit_price,payment_method,order_status,store_id
20487,416,Customer_0416,173,Product_0173,2026-05-30,1,30552.9,Debit Card,Processing,25
18559,405,Customer_0405,176,Product_0176,2026-05-30,1,2637.21,Cash on Delivery,Delivered,38
30759,213,Customer_0213,180,Product_0180,2026-05-30,4,17488.7,UPI,Shipped,39
4306,345,Customer_0345,49,Product_0049,2026-05-30,1,2642.2,UPI,Delivered,23
35631,988,Customer_0988,161,Product_0161,2026-05-30,2,30462.39,Credit Card,Delivered,41
17923,883,Customer_0883,185,Product_0185,2026-05-30,3,62237.05,Debit Card,Shipped,47
32691,410,Customer_0410,65,Product_0065,2026-05-30,1,3954.12,Net Banking,Processing,5
28581,796,Customer_0796,149,Product_0149,2026-05-30,2,183.66,UPI,Delivered,30
30468,182,Customer_0182,84,Product_0084,2026-05-30,1,11101.6,Cash on Delivery,Cancelled,20
18662,284,Customer_0284,167,Product_0167,2026-05-30,3,907.66,UPI,Delivered,1
17191,350,Customer_0350,30,Product_0030,2026-05-30,5,62816.44,Credit Card,Delivered,20
20825,266,Customer_0266,134,Product_0134,2026-05-30,2,9372.39,Debit Card,Cancelled,38
14363,225,Customer_0225,57,Product_0057,2026-05-30,3,214.03,UPI,Shipped,11
35450,60,Customer_0060,146,Product_0146,2026-05-30,1,10038.53,Credit Card,Processing,47
44229,321,Customer_0321,6,Product_0006,2026-05-30,3,30018.62,Cash on Delivery,Delivered,7
7153,345,Customer_0345,13,Product_0013,2026-05-30,5,60808.29,Credit Card,Delivered,37
10481,915,Customer_0915,177,Product_0177,2026-05-30,2,751.8,Credit Card,Returned,19
22753,843,Customer_0843,192,Product_0192,2026-05-30,1,70.77,Wallet,Delivered,40
19789,765,Customer_0765,150,Product_0150,2026-05-30,4,13048.02,Credit Card,Delivered,23
29664,666,Customer_0666,192,Product_0192,2026-05-30,4,70.33,UPI,Delivered,29
3989,440,Customer_0440,164,Product_0164,2026-05-30,2,3305.37,Debit Card,Delivered,43
13659,66,Customer_0066,95,Product_0095,2026-05-30,1,43990.75,Credit Card,Delivered,26
3848,891,Customer_0891,139,Product_0139,2026-05-30,1,2004.59,Debit Card,Shipped,35
16419,205,Customer_0205,44,Product_0044,2026-05-30,3,1148.94,Cash on Delivery,Cancelled,11
42259,689,Customer_0689,180,Product_0180,2026-05-30,3,16972.1,UPI,Delivered,40
21632,610,Customer_0610,110,Product_0110,2026-05-30,4,5423.32,Credit Card,Delivered,41
38076,413,Customer_0413,72,Product_0072,2026-05-30,3,69831.25,UPI,Shipped,45
45867,858,Customer_0858,50,Product_0050,2026-05-30,1,9213.44,UPI,Delivered,25
9548,140,Customer_0140,156,Product_0156,2026-05-30,4,31805.2,Cash on Delivery,Shipped,39
22279,109,Customer_0109,176,Product_0176,2026-05-30,8,2839.88,Credit Card,Delivered,24
31097,881,Customer_0881,179,Product_0179,2026-05-30,1,78050.99,Credit Card,Delivered,45
8929,355,Customer_0355,58,Product_0058,2026-05-30,2,25736.83,Net Banking,Delivered,46
10772,918,Customer_0918,140,Product_0140,2026-05-30,1,5735.38,Credit Card,Shipped,43
23257,754,Customer_0754,190,Product_0190,2026-05-30,1,1768.31,UPI,Shipped,21
28053,125,Customer_0125,84,Product_0084,2026-05-30,2,9180.02,Debit Card,Processing,41
